     Steps      Time  Center temperature
       19469    15575.20  255.721903
       19470    15576.00  255.726197
       19471    15576.80  255.730491
       19472    15577.60  255.734785
       19473    15578.40  255.739079
       19474    15579.20  255.743372
       19475    15580.00  255.747664
       19476    15580.80  255.751956
       19477    15581.60  255.756248
       19478    15582.40  255.760539
       19479    15583.20  255.764830
       19480    15584.00  255.769121
       19481    15584.80  255.773411
       19482    15585.60  255.777701
       19483    15586.40  255.781990
       19484    15587.20  255.786279
       19485    15588.00  255.790567
       19486    15588.80  255.794855
       19487    15589.60  255.799143
       19488    15590.40  255.803430
       19489    15591.20  255.807717
       19490    15592.00  255.812003
       19491    15592.80  255.816289
       19492    15593.60  255.820575
       19493    15594.40  255.824860
       19494    15595.20  255.829144
       19495    15596.00  255.833429
       19496    15596.80  255.837713
       19497    15597.60  255.841996
       19498    15598.40  255.846279
       19499    15599.20  255.850562
       19500    15600.00  255.854844
       19501    15600.80  255.859126
       19502    15601.60  255.863407
       19503    15602.40  255.867688
       19504    15603.20  255.871969
       19505    15604.00  255.876249
       19506    15604.80  255.880529
       19507    15605.60  255.884808
       19508    15606.40  255.889087
       19509    15607.20  255.893366
       19510    15608.00  255.897644
       19511    15608.80  255.901922
       19512    15609.60  255.906199
       19513    15610.40  255.910476
       19514    15611.20  255.914752
       19515    15612.00  255.919029
       19516    15612.80  255.923304
       19517    15613.60  255.927579
       19518    15614.40  255.931854
       19519    15615.20  255.936129
       19520    15616.00  255.940403
       19521    15616.80  255.944676
       19522    15617.60  255.948950
       19523    15618.40  255.953222
       19524    15619.20  255.957495
       19525    15620.00  255.961767
       19526    15620.80  255.966038
       19527    15621.60  255.970309
       19528    15622.40  255.974580
       19529    15623.20  255.978850
       19530    15624.00  255.983120
       19531    15624.80  255.987390
       19532    15625.60  255.991659
       19533    15626.40  255.995928
       19534    15627.20  256.000196
       19535    15628.00  256.004464
       19536    15628.80  256.008731
       19537    15629.60  256.012998
       19538    15630.40  256.017265
       19539    15631.20  256.021531
       19540    15632.00  256.025797
       19541    15632.80  256.030062
       19542    15633.60  256.034327
       19543    15634.40  256.038592
       19544    15635.20  256.042856
       19545    15636.00  256.047120
       19546    15636.80  256.051383
       19547    15637.60  256.055646
       19548    15638.40  256.059909
       19549    15639.20  256.064171
       19550    15640.00  256.068432
       19551    15640.80  256.072694
       19552    15641.60  256.076955
       19553    15642.40  256.081215
       19554    15643.20  256.085475
       19555    15644.00  256.089735
       19556    15644.80  256.093994
       19557    15645.60  256.098253
       19558    15646.40  256.102511
       19559    15647.20  256.106769
       19560    15648.00  256.111027
       19561    15648.80  256.115284
       19562    15649.60  256.119541
       19563    15650.40  256.123797
       19564    15651.20  256.128053
       19565    15652.00  256.132309
       19566    15652.80  256.136564
       19567    15653.60  256.140819
       19568    15654.40  256.145073
       19569    15655.20  256.149327
       19570    15656.00  256.153580
       19571    15656.80  256.157833
       19572    15657.60  256.162086
       19573    15658.40  256.166338
       19574    15659.20  256.170590
       19575    15660.00  256.174842
       19576    15660.80  256.179093
       19577    15661.60  256.183343
       19578    15662.40  256.187594
       19579    15663.20  256.191843
       19580    15664.00  256.196093
       19581    15664.80  256.200342
       19582    15665.60  256.204590
       19583    15666.40  256.208839
       19584    15667.20  256.213086
       19585    15668.00  256.217334
       19586    15668.80  256.221581
       19587    15669.60  256.225827
       19588    15670.40  256.230073
       19589    15671.20  256.234319
       19590    15672.00  256.238565
       19591    15672.80  256.242809
       19592    15673.60  256.247054
       19593    15674.40  256.251298
       19594    15675.20  256.255542
       19595    15676.00  256.259785
       19596    15676.80  256.264028
       19597    15677.60  256.268270
       19598    15678.40  256.272512
       19599    15679.20  256.276754
       19600    15680.00  256.280995
       19601    15680.80  256.285236
       19602    15681.60  256.289477
       19603    15682.40  256.293717
       19604    15683.20  256.297956
       19605    15684.00  256.302195
       19606    15684.80  256.306434
       19607    15685.60  256.310673
       19608    15686.40  256.314911
       19609    15687.20  256.319148
       19610    15688.00  256.323385
       19611    15688.80  256.327622
       19612    15689.60  256.331859
       19613    15690.40  256.336094
       19614    15691.20  256.340330
       19615    15692.00  256.344565
       19616    15692.80  256.348800
       19617    15693.60  256.353034
       19618    15694.40  256.357268
       19619    15695.20  256.361502
       19620    15696.00  256.365735
       19621    15696.80  256.369967
       19622    15697.60  256.374200
       19623    15698.40  256.378432
       19624    15699.20  256.382663
       19625    15700.00  256.386894
       19626    15700.80  256.391125
       19627    15701.60  256.395355
       19628    15702.40  256.399585
       19629    15703.20  256.403814
       19630    15704.00  256.408043
       19631    15704.80  256.412272
       19632    15705.60  256.416500
       19633    15706.40  256.420728
       19634    15707.20  256.424955
       19635    15708.00  256.429182
       19636    15708.80  256.433409
       19637    15709.60  256.437635
       19638    15710.40  256.441861
       19639    15711.20  256.446086
       19640    15712.00  256.450311
       19641    15712.80  256.454536
       19642    15713.60  256.458760
       19643    15714.40  256.462983
       19644    15715.20  256.467207
       19645    15716.00  256.471430
       19646    15716.80  256.475652
       19647    15717.60  256.479874
       19648    15718.40  256.484096
       19649    15719.20  256.488317
       19650    15720.00  256.492538
       19651    15720.80  256.496759
       19652    15721.60  256.500979
       19653    15722.40  256.505198
       19654    15723.20  256.509418
       19655    15724.00  256.513637
       19656    15724.80  256.517855
       19657    15725.60  256.522073
       19658    15726.40  256.526291
       19659    15727.20  256.530508
       19660    15728.00  256.534725
       19661    15728.80  256.538941
       19662    15729.60  256.543157
       19663    15730.40  256.547373
       19664    15731.20  256.551588
       19665    15732.00  256.555803
       19666    15732.80  256.560017
       19667    15733.60  256.564231
       19668    15734.40  256.568445
       19669    15735.20  256.572658
       19670    15736.00  256.576871
       19671    15736.80  256.581083
       19672    15737.60  256.585295
       19673    15738.40  256.589507
       19674    15739.20  256.593718
       19675    15740.00  256.597929
       19676    15740.80  256.602139
       19677    15741.60  256.606349
       19678    15742.40  256.610558
       19679    15743.20  256.614768
       19680    15744.00  256.618976
       19681    15744.80  256.623185
       19682    15745.60  256.627393
       19683    15746.40  256.631600
       19684    15747.20  256.635807
       19685    15748.00  256.640014
       19686    15748.80  256.644220
       19687    15749.60  256.648426
       19688    15750.40  256.652632
       19689    15751.20  256.656837
       19690    15752.00  256.661041
       19691    15752.80  256.665246
       19692    15753.60  256.669449
       19693    15754.40  256.673653
       19694    15755.20  256.677856
       19695    15756.00  256.682059
       19696    15756.80  256.686261
       19697    15757.60  256.690463
       19698    15758.40  256.694664
       19699    15759.20  256.698865
       19700    15760.00  256.703066
       19701    15760.80  256.707266
       19702    15761.60  256.711466
       19703    15762.40  256.715665
       19704    15763.20  256.719864
       19705    15764.00  256.724063
       19706    15764.80  256.728261
       19707    15765.60  256.732459
       19708    15766.40  256.736656
       19709    15767.20  256.740853
       19710    15768.00  256.745050
       19711    15768.80  256.749246
       19712    15769.60  256.753442
       19713    15770.40  256.757637
       19714    15771.20  256.761832
       19715    15772.00  256.766027
       19716    15772.80  256.770221
       19717    15773.60  256.774415
       19718    15774.40  256.778608
       19719    15775.20  256.782801
       19720    15776.00  256.786994
       19721    15776.80  256.791186
       19722    15777.60  256.795378
       19723    15778.40  256.799569
       19724    15779.20  256.803760
       19725    15780.00  256.807950
       19726    15780.80  256.812141
       19727    15781.60  256.816330
       19728    15782.40  256.820520
       19729    15783.20  256.824709
       19730    15784.00  256.828897
       19731    15784.80  256.833085
       19732    15785.60  256.837273
       19733    15786.40  256.841460
       19734    15787.20  256.845647
       19735    15788.00  256.849834
       19736    15788.80  256.854020
       19737    15789.60  256.858205
       19738    15790.40  256.862391
       19739    15791.20  256.866576
       19740    15792.00  256.870760
       19741    15792.80  256.874944
       19742    15793.60  256.879128
       19743    15794.40  256.883311
       19744    15795.20  256.887494
       19745    15796.00  256.891677
       19746    15796.80  256.895859
       19747    15797.60  256.900040
       19748    15798.40  256.904222
       19749    15799.20  256.908403
       19750    15800.00  256.912583
       19751    15800.80  256.916763
       19752    15801.60  256.920943
       19753    15802.40  256.925122
       19754    15803.20  256.929301
       19755    15804.00  256.933479
       19756    15804.80  256.937657
       19757    15805.60  256.941835
       19758    15806.40  256.946012
       19759    15807.20  256.950189
       19760    15808.00  256.954366
       19761    15808.80  256.958542
       19762    15809.60  256.962717
       19763    15810.40  256.966893
       19764    15811.20  256.971067
       19765    15812.00  256.975242
       19766    15812.80  256.979416
       19767    15813.60  256.983590
       19768    15814.40  256.987763
       19769    15815.20  256.991936
       19770    15816.00  256.996108
       19771    15816.80  257.000280
       19772    15817.60  257.004452
       19773    15818.40  257.008623
       19774    15819.20  257.012794
       19775    15820.00  257.016964
       19776    15820.80  257.021134
       19777    15821.60  257.025304
       19778    15822.40  257.029473
       19779    15823.20  257.033642
       19780    15824.00  257.037810
       19781    15824.80  257.041978
       19782    15825.60  257.046146
       19783    15826.40  257.050313
       19784    15827.20  257.054480
       19785    15828.00  257.058646
       19786    15828.80  257.062812
       19787    15829.60  257.066978
       19788    15830.40  257.071143
       19789    15831.20  257.075308
       19790    15832.00  257.079472
       19791    15832.80  257.083637
       19792    15833.60  257.087807
       19793    15834.40  257.091977
       19794    15835.20  257.096147
       19795    15836.00  257.100317
       19796    15836.80  257.104486
       19797    15837.60  257.108654
       19798    15838.40  257.112823
       19799    15839.20  257.116991
       19800    15840.00  257.121158
       19801    15840.80  257.125325
       19802    15841.60  257.129492
       19803    15842.40  257.133658
       19804    15843.20  257.137824
       19805    15844.00  257.141989
       19806    15844.80  257.146154
       19807    15845.60  257.150319
       19808    15846.40  257.154483
       19809    15847.20  257.158647
       19810    15848.00  257.162811
       19811    15848.80  257.166974
       19812    15849.60  257.171136
       19813    15850.40  257.175298
       19814    15851.20  257.179460
       19815    15852.00  257.183622
       19816    15852.80  257.187783
       19817    15853.60  257.191943
       19818    15854.40  257.196104
       19819    15855.20  257.200263
       19820    15856.00  257.204423
       19821    15856.80  257.208582
       19822    15857.60  257.212741
       19823    15858.40  257.216899
       19824    15859.20  257.221057
       19825    15860.00  257.225214
       19826    15860.80  257.229371
       19827    15861.60  257.233528
       19828    15862.40  257.237684
       19829    15863.20  257.241840
       19830    15864.00  257.245995
       19831    15864.80  257.250150
       19832    15865.60  257.254305
       19833    15866.40  257.258459
       19834    15867.20  257.262613
       19835    15868.00  257.266766
       19836    15868.80  257.270919
       19837    15869.60  257.275072
       19838    15870.40  257.279224
       19839    15871.20  257.283376
       19840    15872.00  257.287527
       19841    15872.80  257.291678
       19842    15873.60  257.295829
       19843    15874.40  257.299979
       19844    15875.20  257.304129
       19845    15876.00  257.308278
       19846    15876.80  257.312427
       19847    15877.60  257.316576
       19848    15878.40  257.320724
       19849    15879.20  257.324872
       19850    15880.00  257.329020
       19851    15880.80  257.333167
       19852    15881.60  257.337313
       19853    15882.40  257.341459
       19854    15883.20  257.345605
       19855    15884.00  257.349751
       19856    15884.80  257.353896
       19857    15885.60  257.358040
       19858    15886.40  257.362185
       19859    15887.20  257.366328
       19860    15888.00  257.370472
       19861    15888.80  257.374615
       19862    15889.60  257.378757
       19863    15890.40  257.382900
       19864    15891.20  257.387041
       19865    15892.00  257.391183
       19866    15892.80  257.395324
       19867    15893.60  257.399465
       19868    15894.40  257.403605
       19869    15895.20  257.407745
       19870    15896.00  257.411884
       19871    15896.80  257.416023
       19872    15897.60  257.420162
       19873    15898.40  257.424300
       19874    15899.20  257.428438
       19875    15900.00  257.432575
       19876    15900.80  257.436712
       19877    15901.60  257.440849
       19878    15902.40  257.444985
       19879    15903.20  257.449121
       19880    15904.00  257.453256
       19881    15904.80  257.457392
       19882    15905.60  257.461526
       19883    15906.40  257.465660
       19884    15907.20  257.469794
       19885    15908.00  257.473928
       19886    15908.80  257.478061
       19887    15909.60  257.482193
       19888    15910.40  257.486326
       19889    15911.20  257.490458
       19890    15912.00  257.494589
       19891    15912.80  257.498720
       19892    15913.60  257.502851
       19893    15914.40  257.506981
       19894    15915.20  257.511111
       19895    15916.00  257.515240
       19896    15916.80  257.519369
       19897    15917.60  257.523498
       19898    15918.40  257.527626
       19899    15919.20  257.531754
       19900    15920.00  257.535882
       19901    15920.80  257.540009
       19902    15921.60  257.544136
       19903    15922.40  257.548262
       19904    15923.20  257.552388
       19905    15924.00  257.556513
       19906    15924.80  257.560638
       19907    15925.60  257.564763
       19908    15926.40  257.568887
       19909    15927.20  257.573011
       19910    15928.00  257.577135
       19911    15928.80  257.581258
       19912    15929.60  257.585381
       19913    15930.40  257.589503
       19914    15931.20  257.593625
       19915    15932.00  257.597746
       19916    15932.80  257.601867
       19917    15933.60  257.605988
       19918    15934.40  257.610108
       19919    15935.20  257.614228
       19920    15936.00  257.618348
       19921    15936.80  257.622467
       19922    15937.60  257.626586
       19923    15938.40  257.630704
       19924    15939.20  257.634822
       19925    15940.00  257.638940
       19926    15940.80  257.643057
       19927    15941.60  257.647174
       19928    15942.40  257.651290
       19929    15943.20  257.655406
       19930    15944.00  257.659521
       19931    15944.80  257.663637
       19932    15945.60  257.667751
       19933    15946.40  257.671866
       19934    15947.20  257.675980
       19935    15948.00  257.680093
       19936    15948.80  257.684206
       19937    15949.60  257.688319
       19938    15950.40  257.692432
       19939    15951.20  257.696544
       19940    15952.00  257.700655
       19941    15952.80  257.704766
       19942    15953.60  257.708877
       19943    15954.40  257.712988
       19944    15955.20  257.717098
       19945    15956.00  257.721207
       19946    15956.80  257.725317
       19947    15957.60  257.729425
       19948    15958.40  257.733534
       19949    15959.20  257.737642
       19950    15960.00  257.741749
       19951    15960.80  257.745857
       19952    15961.60  257.749964
       19953    15962.40  257.754070
       19954    15963.20  257.758176
       19955    15964.00  257.762282
       19956    15964.80  257.766387
       19957    15965.60  257.770492
       19958    15966.40  257.774596
       19959    15967.20  257.778700
       19960    15968.00  257.782804
       19961    15968.80  257.786907
       19962    15969.60  257.791010
       19963    15970.40  257.795113
       19964    15971.20  257.799215
       19965    15972.00  257.803317
       19966    15972.80  257.807418
       19967    15973.60  257.811519
       19968    15974.40  257.815619
       19969    15975.20  257.819719
       19970    15976.00  257.823819
       19971    15976.80  257.827919
       19972    15977.60  257.832017
       19973    15978.40  257.836116
       19974    15979.20  257.840214
       19975    15980.00  257.844312
       19976    15980.80  257.848409
       19977    15981.60  257.852506
       19978    15982.40  257.856603
       19979    15983.20  257.860699
       19980    15984.00  257.864795
       19981    15984.80  257.868890
       19982    15985.60  257.872985
       19983    15986.40  257.877080
       19984    15987.20  257.881174
       19985    15988.00  257.885268
       19986    15988.80  257.889361
       19987    15989.60  257.893454
       19988    15990.40  257.897547
       19989    15991.20  257.901639
       19990    15992.00  257.905731
       19991    15992.80  257.909822
       19992    15993.60  257.913913
       19993    15994.40  257.918004
       19994    15995.20  257.922094
       19995    15996.00  257.926184
       19996    15996.80  257.930274
       19997    15997.60  257.934363
       19998    15998.40  257.938451
       19999    15999.20  257.942540
       20000    16000.00  257.946628
       20001    16000.80  257.950715
       20002    16001.60  257.954802
       20003    16002.40  257.958889
       20004    16003.20  257.962975
       20005    16004.00  257.967061
       20006    16004.80  257.971147
       20007    16005.60  257.975232
       20008    16006.40  257.979317
       20009    16007.20  257.983401
       20010    16008.00  257.987485
       20011    16008.80  257.991568
       20012    16009.60  257.995652
       20013    16010.40  257.999734
       20014    16011.20  258.003817
       20015    16012.00  258.007899
       20016    16012.80  258.011980
       20017    16013.60  258.016062
       20018    16014.40  258.020142
       20019    16015.20  258.024223
       20020    16016.00  258.028303
       20021    16016.80  258.032382
       20022    16017.60  258.036462
       20023    16018.40  258.040540
       20024    16019.20  258.044619
       20025    16020.00  258.048697
       20026    16020.80  258.052775
       20027    16021.60  258.056852
       20028    16022.40  258.060929
       20029    16023.20  258.065005
       20030    16024.00  258.069081
       20031    16024.80  258.073157
       20032    16025.60  258.077232
       20033    16026.40  258.081307
       20034    16027.20  258.085382
       20035    16028.00  258.089456
       20036    16028.80  258.093530
       20037    16029.60  258.097603
       20038    16030.40  258.101676
       20039    16031.20  258.105748
       20040    16032.00  258.109821
       20041    16032.80  258.113892
       20042    16033.60  258.117964
       20043    16034.40  258.122035
       20044    16035.20  258.126105
       20045    16036.00  258.130176
       20046    16036.80  258.134245
       20047    16037.60  258.138315
       20048    16038.40  258.142384
       20049    16039.20  258.146452
       20050    16040.00  258.150521
       20051    16040.80  258.154589
       20052    16041.60  258.158656
       20053    16042.40  258.162723
       20054    16043.20  258.166790
       20055    16044.00  258.170856
       20056    16044.80  258.174922
       20057    16045.60  258.178987
       20058    16046.40  258.183053
       20059    16047.20  258.187117
       20060    16048.00  258.191182
       20061    16048.80  258.195246
       20062    16049.60  258.199309
       20063    16050.40  258.203372
       20064    16051.20  258.207435
       20065    16052.00  258.211497
       20066    16052.80  258.215559
       20067    16053.60  258.219621
       20068    16054.40  258.223682
       20069    16055.20  258.227743
       20070    16056.00  258.231803
       20071    16056.80  258.235863
       20072    16057.60  258.239923
       20073    16058.40  258.243982
       20074    16059.20  258.248041
       20075    16060.00  258.252099
       20076    16060.80  258.256158
       20077    16061.60  258.260215
       20078    16062.40  258.264272
       20079    16063.20  258.268329
       20080    16064.00  258.272386
       20081    16064.80  258.276442
       20082    16065.60  258.280498
       20083    16066.40  258.284553
       20084    16067.20  258.288608
       20085    16068.00  258.292662
       20086    16068.80  258.296717
       20087    16069.60  258.300770
       20088    16070.40  258.304824
       20089    16071.20  258.308877
       20090    16072.00  258.312929
       20091    16072.80  258.316982
       20092    16073.60  258.321033
       20093    16074.40  258.325085
       20094    16075.20  258.329136
       20095    16076.00  258.333186
       20096    16076.80  258.337237
       20097    16077.60  258.341286
       20098    16078.40  258.345336
       20099    16079.20  258.349385
       20100    16080.00  258.353434
       20101    16080.80  258.357482
       20102    16081.60  258.361530
       20103    16082.40  258.365577
       20104    16083.20  258.369625
       20105    16084.00  258.373671
       20106    16084.80  258.377718
       20107    16085.60  258.381764
       20108    16086.40  258.385809
       20109    16087.20  258.389854
       20110    16088.00  258.393899
       20111    16088.80  258.397944
       20112    16089.60  258.401988
       20113    16090.40  258.406031
       20114    16091.20  258.410074
       20115    16092.00  258.414117
       20116    16092.80  258.418160
       20117    16093.60  258.422202
       20118    16094.40  258.426243
       20119    16095.20  258.430285
       20120    16096.00  258.434326
       20121    16096.80  258.438366
       20122    16097.60  258.442406
       20123    16098.40  258.446446
       20124    16099.20  258.450485
       20125    16100.00  258.454524
       20126    16100.80  258.458563
       20127    16101.60  258.462601
       20128    16102.40  258.466639
       20129    16103.20  258.470676
       20130    16104.00  258.474713
       20131    16104.80  258.478750
       20132    16105.60  258.482786
       20133    16106.40  258.486822
       20134    16107.20  258.490857
       20135    16108.00  258.494892
       20136    16108.80  258.498927
       20137    16109.60  258.502961
       20138    16110.40  258.506995
       20139    16111.20  258.511028
       20140    16112.00  258.515062
       20141    16112.80  258.519094
       20142    16113.60  258.523127
       20143    16114.40  258.527159
       20144    16115.20  258.531190
       20145    16116.00  258.535221
       20146    16116.80  258.539252
       20147    16117.60  258.543282
       20148    16118.40  258.547312
       20149    16119.20  258.551342
       20150    16120.00  258.555371
       20151    16120.80  258.559400
       20152    16121.60  258.563429
       20153    16122.40  258.567457
       20154    16123.20  258.571484
       20155    16124.00  258.575512
       20156    16124.80  258.579538
       20157    16125.60  258.583565
       20158    16126.40  258.587591
       20159    16127.20  258.591617
       20160    16128.00  258.595642
       20161    16128.80  258.599667
       20162    16129.60  258.603692
       20163    16130.40  258.607716
       20164    16131.20  258.611740
       20165    16132.00  258.615763
       20166    16132.80  258.619786
       20167    16133.60  258.623809
       20168    16134.40  258.627831
       20169    16135.20  258.631853
       20170    16136.00  258.635874
       20171    16136.80  258.639895
       20172    16137.60  258.643916
       20173    16138.40  258.647936
       20174    16139.20  258.651956
       20175    16140.00  258.655976
       20176    16140.80  258.659995
       20177    16141.60  258.664014
       20178    16142.40  258.668032
       20179    16143.20  258.672050
       20180    16144.00  258.676068
       20181    16144.80  258.680085
       20182    16145.60  258.684102
       20183    16146.40  258.688118
       20184    16147.20  258.692134
       20185    16148.00  258.696150
       20186    16148.80  258.700165
       20187    16149.60  258.704180
       20188    16150.40  258.708194
       20189    16151.20  258.712208
       20190    16152.00  258.716222
       20191    16152.80  258.720235
       20192    16153.60  258.724248
       20193    16154.40  258.728261
       20194    16155.20  258.732273
       20195    16156.00  258.736285
       20196    16156.80  258.740296
       20197    16157.60  258.744307
       20198    16158.40  258.748318
       20199    16159.20  258.752328
       20200    16160.00  258.756338
       20201    16160.80  258.760348
       20202    16161.60  258.764357
       20203    16162.40  258.768365
       20204    16163.20  258.772374
       20205    16164.00  258.776382
       20206    16164.80  258.780389
       20207    16165.60  258.784396
       20208    16166.40  258.788403
       20209    16167.20  258.792409
       20210    16168.00  258.796415
       20211    16168.80  258.800421
       20212    16169.60  258.804426
       20213    16170.40  258.808431
       20214    16171.20  258.812435
       20215    16172.00  258.816439
       20216    16172.80  258.820443
       20217    16173.60  258.824446
       20218    16174.40  258.828449
       20219    16175.20  258.832452
       20220    16176.00  258.836454
       20221    16176.80  258.840456
       20222    16177.60  258.844457
       20223    16178.40  258.848458
       20224    16179.20  258.852459
       20225    16180.00  258.856459
       20226    16180.80  258.860459
       20227    16181.60  258.864458
       20228    16182.40  258.868457
       20229    16183.20  258.872456
       20230    16184.00  258.876454
       20231    16184.80  258.880452
       20232    16185.60  258.884449
       20233    16186.40  258.888447
       20234    16187.20  258.892443
       20235    16188.00  258.896440
       20236    16188.80  258.900436
       20237    16189.60  258.904431
       20238    16190.40  258.908426
       20239    16191.20  258.912421
       20240    16192.00  258.916416
       20241    16192.80  258.920410
       20242    16193.60  258.924403
       20243    16194.40  258.928397
       20244    16195.20  258.932389
       20245    16196.00  258.936382
       20246    16196.80  258.940374
       20247    16197.60  258.944366
       20248    16198.40  258.948357
       20249    16199.20  258.952348
       20250    16200.00  258.956339
       20251    16200.80  258.960329
       20252    16201.60  258.964319
       20253    16202.40  258.968308
       20254    16203.20  258.972297
       20255    16204.00  258.976286
       20256    16204.80  258.980274
       20257    16205.60  258.984262
       20258    16206.40  258.988249
       20259    16207.20  258.992237
       20260    16208.00  258.996223
       20261    16208.80  259.000210
       20262    16209.60  259.004196
       20263    16210.40  259.008181
       20264    16211.20  259.012166
       20265    16212.00  259.016151
       20266    16212.80  259.020136
       20267    16213.60  259.024120
       20268    16214.40  259.028103
       20269    16215.20  259.032087
       20270    16216.00  259.036070
       20271    16216.80  259.040052
       20272    16217.60  259.044034
       20273    16218.40  259.048016
       20274    16219.20  259.051997
       20275    16220.00  259.055978
       20276    16220.80  259.059959
       20277    16221.60  259.063939
       20278    16222.40  259.067919
       20279    16223.20  259.071898
       20280    16224.00  259.075877
       20281    16224.80  259.079856
       20282    16225.60  259.083834
       20283    16226.40  259.087812
       20284    16227.20  259.091790
       20285    16228.00  259.095767
       20286    16228.80  259.099744
       20287    16229.60  259.103720
       20288    16230.40  259.107696
       20289    16231.20  259.111672
       20290    16232.00  259.115647
       20291    16232.80  259.119622
       20292    16233.60  259.123596
       20293    16234.40  259.127570
       20294    16235.20  259.131544
       20295    16236.00  259.135517
       20296    16236.80  259.139490
       20297    16237.60  259.143463
       20298    16238.40  259.147435
       20299    16239.20  259.151407
       20300    16240.00  259.155378
       20301    16240.80  259.159349
       20302    16241.60  259.163320
       20303    16242.40  259.167290
       20304    16243.20  259.171260
       20305    16244.00  259.175229
       20306    16244.80  259.179198
       20307    16245.60  259.183167
       20308    16246.40  259.187135
       20309    16247.20  259.191103
       20310    16248.00  259.195071
       20311    16248.80  259.199038
       20312    16249.60  259.203005
       20313    16250.40  259.206971
       20314    16251.20  259.210937
       20315    16252.00  259.214903
       20316    16252.80  259.218868
       20317    16253.60  259.222833
       20318    16254.40  259.226798
       20319    16255.20  259.230762
       20320    16256.00  259.234725
       20321    16256.80  259.238689
       20322    16257.60  259.242652
       20323    16258.40  259.246614
       20324    16259.20  259.250577
       20325    16260.00  259.254538
       20326    16260.80  259.258500
       20327    16261.60  259.262461
       20328    16262.40  259.266422
       20329    16263.20  259.270382
       20330    16264.00  259.274342
       20331    16264.80  259.278301
       20332    16265.60  259.282261
       20333    16266.40  259.286219
       20334    16267.20  259.290178
       20335    16268.00  259.294136
       20336    16268.80  259.298093
       20337    16269.60  259.302051
       20338    16270.40  259.306008
       20339    16271.20  259.309964
       20340    16272.00  259.313920
       20341    16272.80  259.317876
       20342    16273.60  259.321831
       20343    16274.40  259.325786
       20344    16275.20  259.329741
       20345    16276.00  259.333695
       20346    16276.80  259.337649
       20347    16277.60  259.341602
       20348    16278.40  259.345555
       20349    16279.20  259.349508
       20350    16280.00  259.353460
       20351    16280.80  259.357412
       20352    16281.60  259.361364
       20353    16282.40  259.365315
       20354    16283.20  259.369266
       20355    16284.00  259.373216
       20356    16284.80  259.377166
       20357    16285.60  259.381116
       20358    16286.40  259.385065
       20359    16287.20  259.389014
       20360    16288.00  259.392962
       20361    16288.80  259.396910
       20362    16289.60  259.400858
       20363    16290.40  259.404806
       20364    16291.20  259.408752
       20365    16292.00  259.412699
       20366    16292.80  259.416645
       20367    16293.60  259.420591
       20368    16294.40  259.424537
       20369    16295.20  259.428482
       20370    16296.00  259.432426
       20371    16296.80  259.436371
       20372    16297.60  259.440315
       20373    16298.40  259.444258
       20374    16299.20  259.448201
       20375    16300.00  259.452144
       20376    16300.80  259.456086
       20377    16301.60  259.460029
       20378    16302.40  259.463970
       20379    16303.20  259.467911
       20380    16304.00  259.471852
       20381    16304.80  259.475793
       20382    16305.60  259.479733
       20383    16306.40  259.483673
       20384    16307.20  259.487612
       20385    16308.00  259.491551
       20386    16308.80  259.495490
       20387    16309.60  259.499428
       20388    16310.40  259.503366
       20389    16311.20  259.507303
       20390    16312.00  259.511240
       20391    16312.80  259.515177
       20392    16313.60  259.519113
       20393    16314.40  259.523049
       20394    16315.20  259.526985
       20395    16316.00  259.530920
       20396    16316.80  259.534855
       20397    16317.60  259.538789
       20398    16318.40  259.542723
       20399    16319.20  259.546657
       20400    16320.00  259.550590
       20401    16320.80  259.554523
       20402    16321.60  259.558456
       20403    16322.40  259.562388
       20404    16323.20  259.566320
       20405    16324.00  259.570251
       20406    16324.80  259.574182
       20407    16325.60  259.578113
       20408    16326.40  259.582043
       20409    16327.20  259.585973
       20410    16328.00  259.589903
       20411    16328.80  259.593832
       20412    16329.60  259.597760
       20413    16330.40  259.601689
       20414    16331.20  259.605617
       20415    16332.00  259.609544
       20416    16332.80  259.613472
       20417    16333.60  259.617398
       20418    16334.40  259.621325
       20419    16335.20  259.625251
       20420    16336.00  259.629177
       20421    16336.80  259.633102
       20422    16337.60  259.637027
       20423    16338.40  259.640952
       20424    16339.20  259.644876
       20425    16340.00  259.648800
       20426    16340.80  259.652723
       20427    16341.60  259.656646
       20428    16342.40  259.660569
       20429    16343.20  259.664491
       20430    16344.00  259.668413
       20431    16344.80  259.672335
       20432    16345.60  259.676256
       20433    16346.40  259.680177
       20434    16347.20  259.684097
       20435    16348.00  259.688017
       20436    16348.80  259.691937
       20437    16349.60  259.695856
       20438    16350.40  259.699775
       20439    16351.20  259.703694
       20440    16352.00  259.707612
       20441    16352.80  259.711530
       20442    16353.60  259.715447
       20443    16354.40  259.719364
       20444    16355.20  259.723281
       20445    16356.00  259.727197
       20446    16356.80  259.731113
       20447    16357.60  259.735028
       20448    16358.40  259.738944
       20449    16359.20  259.742858
       20450    16360.00  259.746773
       20451    16360.80  259.750687
       20452    16361.60  259.754600
       20453    16362.40  259.758514
       20454    16363.20  259.762427
       20455    16364.00  259.766339
       20456    16364.80  259.770251
       20457    16365.60  259.774163
       20458    16366.40  259.778074
       20459    16367.20  259.781985
       20460    16368.00  259.785896
       20461    16368.80  259.789806
       20462    16369.60  259.793716
       20463    16370.40  259.797626
       20464    16371.20  259.801535
       20465    16372.00  259.805443
       20466    16372.80  259.809352
       20467    16373.60  259.813260
