         x    flux_1    flux_2    flux_3    flux_4
   35.246831   12.998218   17.450390   22.097601   23.310594
   35.312837   12.970685   17.423873   22.078968   23.298576
   35.378842   12.943132   17.397319   22.060295   23.286518
   35.444847   12.915562   17.370728   22.041584   23.274418
   35.510853   12.887973   17.344100   22.022833   23.262277
   35.576858   12.860366   17.317435   22.004042   23.250096
   35.642863   12.832740   17.290732   21.985212   23.237874
   35.708869   12.805096   17.263993   21.966344   23.225611
   35.774874   12.777435   17.237216   21.947435   23.213307
   35.840879   12.749755   17.210402   21.928488   23.200963
   35.906885   12.722057   17.183551   21.909501   23.188577
   35.972890   12.694341   17.156663   21.890476   23.176151
   36.038895   12.666608   17.129738   21.871411   23.163684
   36.104900   12.638857   17.102776   21.852306   23.151177
   36.170906   12.611088   17.075776   21.833163   23.138628
   36.236911   12.583302   17.048739   21.813981   23.126039
   36.302916   12.555498   17.021665   21.794760   23.113410
   36.368922   12.527676   16.994554   21.775499   23.100739
   36.434927   12.499838   16.967406   21.756200   23.088028
   36.500932   12.471982   16.940221   21.736861   23.075276
   36.566938   12.444108   16.912998   21.717484   23.062484
   36.632943   12.416218   16.885738   21.698068   23.049651
   36.698948   12.388311   16.858441   21.678612   23.036778
   36.764953   12.360386   16.831107   21.659118   23.023863
   36.830959   12.332445   16.803735   21.639585   23.010909
   36.896964   12.304487   16.776327   21.620013   22.997913
   36.962969   12.276512   16.748881   21.600402   22.984878
   37.028975   12.248520   16.721398   21.580752   22.971801
   37.094980   12.220512   16.693877   21.561064   22.958685
   37.160985   12.192487   16.666320   21.541337   22.945527
   37.226991   12.164446   16.638725   21.521571   22.932329
   37.292996   12.136389   16.611093   21.501766   22.919091
   37.359001   12.108315   16.583424   21.481923   22.905812
   37.425006   12.080225   16.555717   21.462041   22.892493
   37.491012   12.052119   16.527973   21.442120   22.879134
   37.557017   12.023996   16.500192   21.422161   22.865734
   37.623022   11.995858   16.472373   21.402163   22.852294
   37.689028   11.967704   16.444518   21.382126   22.838813
   37.755033   11.939534   16.416625   21.362051   22.825292
   37.821038   11.911348   16.388694   21.341937   22.811731
   37.887044   11.883146   16.360726   21.321785   22.798129
   37.953049   11.854929   16.332721   21.301594   22.784487
   38.019054   11.826697   16.304679   21.281365   22.770805
   38.085060   11.798448   16.276599   21.261097   22.757082
   38.151065   11.770185   16.248481   21.240791   22.743319
   38.217070   11.741906   16.220327   21.220446   22.729516
   38.283075   11.713612   16.192134   21.200063   22.715673
   38.349081   11.685303   16.163905   21.179642   22.701789
   38.415086   11.656979   16.135638   21.159182   22.687866
   38.481091   11.628640   16.107333   21.138684   22.673902
   38.547097   11.600286   16.078992   21.118148   22.659898
   38.613102   11.571917   16.050612   21.097573   22.645854
   38.679107   11.543534   16.022195   21.076961   22.631769
   38.745113   11.515136   15.993741   21.056310   22.617645
   38.811118   11.486723   15.965249   21.035620   22.603481
   38.877123   11.458296   15.936719   21.014893   22.589276
   38.943128   11.429855   15.908152   20.994127   22.575031
   39.009134   11.401399   15.879548   20.973323   22.560747
   39.075139   11.372929   15.850905   20.952481   22.546422
   39.141144   11.344444   15.822226   20.931601   22.532057
   39.207150   11.315946   15.793508   20.910683   22.517652
   39.273155   11.287434   15.764753   20.889727   22.503208
   39.339160   11.258908   15.735960   20.868733   22.488723
   39.405166   11.230368   15.707130   20.847700   22.474198
   39.471171   11.201814   15.678262   20.826630   22.459634
   39.537176   11.173247   15.649356   20.805522   22.445029
   39.603181   11.144666   15.620412   20.784376   22.430385
   39.669187   11.116072   15.591431   20.763192   22.415701
   39.735192   11.087464   15.562412   20.741970   22.400976
   39.801197   11.058843   15.533355   20.720710   22.386212
   39.867203   11.030209   15.504260   20.699412   22.371408
   39.933208   11.001561   15.475127   20.678076   22.356565
   39.999213   10.972901   15.445957   20.656703   22.341681
   40.065219   10.944227   15.416748   20.635292   22.326758
   40.131224   10.915541   15.387502   20.613843   22.311795
   40.197229   10.886842   15.358218   20.592356   22.296792
   40.263234   10.858130   15.328896   20.570831   22.281749
   40.329240   10.829406   15.299536   20.549269   22.266667
   40.395245   10.800669   15.270137   20.527669   22.251545
   40.461250   10.771920   15.240701   20.506032   22.236383
   40.527256   10.743158   15.211227   20.484356   22.221182
   40.593261   10.714384   15.181714   20.462644   22.205941
   40.659266   10.685598   15.152164   20.440893   22.190660
   40.725272   10.656800   15.122575   20.419105   22.175340
   40.791277   10.627990   15.092949   20.397280   22.159980
   40.857282   10.599168   15.063284   20.375416   22.144581
   40.923288   10.570334   15.033581   20.353516   22.129141
   40.989293   10.541489   15.003839   20.331578   22.113663
   41.055298   10.512632   14.974059   20.309602   22.098145
   41.121303   10.483763   14.944241   20.287589   22.082587
   41.187309   10.454883   14.914385   20.265538   22.066990
   41.253314   10.425991   14.884490   20.243450   22.051353
   41.319319   10.397089   14.854557   20.221325   22.035676
   41.385325   10.368175   14.824586   20.199162   22.019961
   41.451330   10.339250   14.794576   20.176962   22.004206
   41.517335   10.310314   14.764527   20.154725   21.988411
   41.583341   10.281367   14.734440   20.132450   21.972577
   41.649346   10.252409   14.704315   20.110138   21.956704
   41.715351   10.223441   14.674151   20.087789   21.940791
   41.781356   10.194462   14.643948   20.065403   21.924839
   41.847362   10.165472   14.613707   20.042979   21.908847
   41.913367   10.136472   14.583427   20.020518   21.892816
   41.979372   10.107462   14.553108   19.998020   21.876746
   42.045378   10.078442   14.522750   19.975485   21.860637
   42.111383   10.049411   14.492354   19.952912   21.844488
   42.177388   10.020370   14.461919   19.930303   21.828300
   42.243394    9.991320   14.431445   19.907656   21.812072
   42.309399    9.962259   14.400932   19.884972   21.795806
   42.375404    9.933189   14.370380   19.862251   21.779500
   42.441409    9.904109   14.339789   19.839494   21.763155
   42.507415    9.875020   14.309159   19.816699   21.746771
   42.573420    9.845921   14.278490   19.793867   21.730348
   42.639425    9.816812   14.247782   19.770998   21.713885
   42.705431    9.787695   14.217035   19.748092   21.697384
   42.771436    9.758568   14.186248   19.725150   21.680843
   42.837441    9.729432   14.155423   19.702170   21.664263
   42.903447    9.700288   14.124558   19.679153   21.647644
   42.969452    9.671134   14.093653   19.656100   21.630986
   43.035457    9.641972   14.062710   19.633009   21.614289
   43.101462    9.612801   14.031727   19.609882   21.597553
   43.167468    9.583621   14.000704   19.586718   21.580778
   43.233473    9.554433   13.969642   19.563518   21.563963
   43.299478    9.525237   13.938541   19.540280   21.547110
   43.365484    9.496032   13.907400   19.517006   21.530218
   43.431489    9.466819   13.876219   19.493694   21.513287
   43.497494    9.437598   13.844999   19.470347   21.496317
   43.563500    9.408369   13.813739   19.446962   21.479308
   43.629505    9.379132   13.782439   19.423541   21.462260
   43.695510    9.349888   13.751099   19.400083   21.445173
   43.761516    9.320636   13.719720   19.376588   21.428048
   43.827521    9.291376   13.688300   19.353057   21.410883
   43.893526    9.262109   13.656841   19.329489   21.393680
   43.959531    9.232834   13.625341   19.305885   21.376437
   44.025537    9.203553   13.593802   19.282244   21.359156
   44.091542    9.174264   13.562222   19.258567   21.341836
   44.157547    9.144968   13.530602   19.234852   21.324478
   44.223553    9.115665   13.498942   19.211102   21.307080
   44.289558    9.086355   13.467242   19.187315   21.289644
   44.355563    9.057039   13.435501   19.163491   21.272169
   44.421569    9.027716   13.403720   19.139631   21.254656
   44.487574    8.998387   13.371898   19.115735   21.237103
   44.553579    8.969051   13.340036   19.091802   21.219512
   44.619584    8.939709   13.308133   19.067832   21.201882
   44.685590    8.910361   13.276190   19.043826   21.184214
   44.751595    8.881006   13.244206   19.019784   21.166507
   44.817600    8.851646   13.212181   18.995706   21.148761
   44.883606    8.822280   13.180116   18.971591   21.130977
   44.949611    8.792908   13.148009   18.947440   21.113154
   45.015616    8.763531   13.115862   18.923252   21.095293
   45.081622    8.734148   13.083673   18.899029   21.077393
   45.147627    8.704760   13.051444   18.874769   21.059454
   45.213632    8.675366   13.019173   18.850472   21.041477
   45.279637    8.645968   12.986862   18.826140   21.023461
   45.345643    8.616564   12.954509   18.801771   21.005407
   45.411648    8.587155   12.922114   18.777366   20.987315
   45.477653    8.557742   12.889678   18.752925   20.969183
   45.543659    8.528323   12.857201   18.728447   20.951014
   45.609664    8.498901   12.824683   18.703934   20.932806
   45.675669    8.469473   12.792122   18.679384   20.914559
   45.741675    8.440042   12.759520   18.654798   20.896274
   45.807680    8.410606   12.726877   18.630177   20.877951
   45.873685    8.381165   12.694191   18.605519   20.859590
   45.939690    8.351721   12.661464   18.580825   20.841190
   46.005696    8.322273   12.628694   18.556094   20.822751
   46.071701    8.292822   12.595883   18.531328   20.804274
   46.137706    8.263366   12.563029   18.506526   20.785759
   46.203712    8.233907   12.530134   18.481688   20.767206
   46.269717    8.204445   12.497196   18.456814   20.748614
   46.335722    8.174979   12.464216   18.431903   20.729984
   46.401728    8.145510   12.431193   18.406957   20.711316
   46.467733    8.116038   12.398128   18.381975   20.692610
   46.533738    8.086563   12.365020   18.356957   20.673865
   46.599744    8.057085   12.331870   18.331903   20.655082
   46.665749    8.027604   12.298677   18.306813   20.636261
   46.731754    7.998121   12.265442   18.281687   20.617402
   46.797759    7.968636   12.232163   18.256526   20.598504
   46.863765    7.939148   12.198841   18.231328   20.579569
   46.929770    7.909657   12.165477   18.206095   20.560595
   46.995775    7.880165   12.132069   18.180826   20.541583
   47.061781    7.850671   12.098618   18.155520   20.522533
   47.127786    7.821175   12.065124   18.130180   20.503445
   47.193791    7.791677   12.031586   18.104803   20.484318
   47.259797    7.762177   11.998005   18.079390   20.465154
   47.325802    7.732676   11.964380   18.053942   20.445952
   47.391807    7.703174   11.930712   18.028458   20.426711
   47.457812    7.673671   11.897000   18.002939   20.407433
   47.523818    7.644166   11.863244   17.977383   20.388116
   47.589823    7.614661   11.829444   17.951792   20.368762
   47.655828    7.585154   11.795600   17.926165   20.349369
   47.721834    7.555647   11.761712   17.900502   20.329939
   47.787839    7.526139   11.727780   17.874804   20.310470
   47.853844    7.496631   11.693803   17.849070   20.290964
   47.919850    7.467123   11.659782   17.823301   20.271420
   47.985855    7.437614   11.625717   17.797495   20.251837
   48.051860    7.408106   11.591607   17.771655   20.232217
   48.117865    7.378597   11.557452   17.745778   20.212559
   48.183871    7.349089   11.523253   17.719866   20.192863
   48.249876    7.319580   11.489008   17.693918   20.173129
   48.315881    7.290073   11.454719   17.667935   20.153358
   48.381887    7.260566   11.420385   17.641916   20.133548
   48.447892    7.231060   11.386005   17.615862   20.113701
   48.513897    7.201554   11.351580   17.589772   20.093816
   48.579903    7.172050   11.317110   17.563646   20.073893
   48.645908    7.142547   11.282594   17.537485   20.053932
   48.711913    7.113045   11.248032   17.511289   20.033933
   48.777918    7.083544   11.213425   17.485057   20.013897
   48.843924    7.054045   11.178772   17.458789   19.993823
   48.909929    7.024548   11.144073   17.432486   19.973711
   48.975934    6.995053   11.109328   17.406147   19.953561
   49.041940    6.965559   11.074536   17.379773   19.933374
   49.107945    6.936068   11.039699   17.353364   19.913149
   49.173950    6.906579   11.004815   17.326919   19.892886
   49.239956    6.877092   10.969884   17.300439   19.872586
   49.305961    6.847608   10.934907   17.273923   19.852248
   49.371966    6.818127   10.899883   17.247371   19.831872
   49.437972    6.788648   10.864812   17.220785   19.811459
   49.503977    6.759173   10.829694   17.194163   19.791008
   49.569982    6.729700   10.794529   17.167505   19.770519
   49.635987    6.700231   10.759317   17.140812   19.749993
   49.701993    6.670765   10.724057   17.114084   19.729429
   49.767998    6.641303   10.688750   17.087320   19.708828
   49.834003    6.611844   10.653395   17.060521   19.688189
   49.900009    6.582389   10.617993   17.033687   19.667512
   49.966014    6.552939   10.582542   17.006817   19.646798
   50.032019    6.523492   10.547044   16.979912   19.626046
   50.098025    6.494050   10.511498   16.952972   19.605257
   50.164030    6.464612   10.475903   16.925996   19.584430
   50.230035    6.435179   10.440260   16.898985   19.563566
   50.296040    6.405750   10.404568   16.871938   19.542664
   50.362046    6.376326   10.368828   16.844857   19.521725
   50.428051    6.346908   10.333039   16.817740   19.500748
   50.494056    6.317494   10.297200   16.790587   19.479734
   50.560062    6.288086   10.261313   16.763400   19.458683
   50.626067    6.258684   10.225377   16.736177   19.437594
   50.692072    6.229287   10.189391   16.708918   19.416467
   50.758078    6.199896   10.153356   16.681625   19.395303
   50.824083    6.170511   10.117271   16.654296   19.374102
   50.890088    6.141132   10.081136   16.626932   19.352863
   50.956093    6.111759   10.044952   16.599532   19.331587
   51.022099    6.082393   10.008717   16.572098   19.310273
   51.088104    6.053033    9.972432   16.544628   19.288922
   51.154109    6.023680    9.936097   16.517123   19.267534
   51.220115    5.994334    9.899711   16.489582   19.246108
   51.286120    5.964995    9.863274   16.462006   19.224645
   51.352125    5.935664    9.826787   16.434395   19.203145
   51.418131    5.906339    9.790249   16.406749   19.181607
   51.484136    5.877023    9.753659   16.379068   19.160032
   51.550141    5.847714    9.717019   16.351351   19.138420
   51.616146    5.818413    9.680326   16.323599   19.116770
   51.682152    5.789120    9.643582   16.295812   19.095084
   51.748157    5.759835    9.606787   16.267989   19.073359
   51.814162    5.730559    9.569939   16.240132   19.051598
   51.880168    5.701291    9.533040   16.212239   19.029799
   51.946173    5.672032    9.496088   16.184310   19.007963
   52.012178    5.642782    9.459083   16.156347   18.986090
   52.078184    5.613540    9.422026   16.128348   18.964179
   52.144189    5.584309    9.384917   16.100314   18.942231
   52.210194    5.555086    9.347754   16.072245   18.920246
   52.276200    5.525873    9.310538   16.044141   18.898224
   52.342205    5.496670    9.273269   16.016001   18.876165
   52.408210    5.467477    9.235946   15.987826   18.854068
   52.474215    5.438294    9.198570   15.959616   18.831934
   52.540221    5.409121    9.161140   15.931371   18.809763
   52.606226    5.379959    9.123656   15.903090   18.787555
   52.672231    5.350807    9.086118   15.874774   18.765309
   52.738237    5.321666    9.048525   15.846423   18.743027
   52.804242    5.292536    9.010878   15.818037   18.720707
   52.870247    5.263417    8.973176   15.789615   18.698350
   52.936253    5.234310    8.935419   15.761158   18.675956
   53.002258    5.205214    8.897607   15.732666   18.653524
   53.068263    5.176129    8.859740   15.704139   18.631056
   53.134268    5.147057    8.821818   15.675576   18.608550
   53.200274    5.117997    8.783839   15.646978   18.586008
   53.266279    5.088949    8.745805   15.618345   18.563428
   53.332284    5.059913    8.707715   15.589676   18.540811
   53.398290    5.030890    8.669568   15.560972   18.518157
   53.464295    5.001880    8.631365   15.532233   18.495465
   53.530300    4.972883    8.593105   15.503458   18.472737
   53.596306    4.943898    8.554789   15.474649   18.449972
   53.662311    4.914928    8.516415   15.445804   18.427169
   53.728316    4.885971    8.477984   15.416923   18.404329
   53.794321    4.857027    8.439496   15.388007   18.381453
   53.860327    4.828098    8.400950   15.359056   18.358539
   53.926332    4.799183    8.362346   15.330070   18.335588
   53.992337    4.770282    8.323684   15.301048   18.312600
   54.058343    4.741395    8.284963   15.271991   18.289575
   54.124348    4.712524    8.246184   15.242898   18.266512
   54.190353    4.683667    8.207347   15.213771   18.243413
   54.256359    4.654825    8.168450   15.184607   18.220277
   54.322364    4.625999    8.129494   15.155409   18.197104
   54.388369    4.597188    8.090478   15.126175   18.173893
   54.454375    4.568393    8.051403   15.096905   18.150646
   54.520380    4.539613    8.012269   15.067600   18.127361
   54.586385    4.510850    7.973074   15.038260   18.104039
   54.652390    4.482103    7.933818   15.008884   18.080681
   54.718396    4.453373    7.894502   14.979473   18.057285
   54.784401    4.424659    7.855126   14.950026   18.033852
   54.850406    4.395962    7.815688   14.920544   18.010382
   54.916412    4.367283    7.776189   14.891026   17.986875
   54.982417    4.338620    7.736628   14.861473   17.963331
   55.048422    4.309976    7.697006   14.831884   17.939750
   55.114428    4.281349    7.657322   14.802260   17.916132
   55.180433    4.252740    7.617575   14.772600   17.892477
   55.246438    4.224149    7.577766   14.742905   17.868785
   55.312443    4.195576    7.537895   14.713174   17.845056
   55.378449    4.167022    7.497960   14.683407   17.821289
   55.444454    4.138487    7.457962   14.653605   17.797486
   55.510459    4.109971    7.417901   14.623767   17.773646
   55.576465    4.081474    7.377775   14.593894   17.749768
   55.642470    4.052997    7.337586   14.563985   17.725854
   55.708475    4.024539    7.297333   14.534040   17.701902
   55.774481    3.996102    7.257015   14.504059   17.677913
   55.840486    3.967684    7.216632   14.474043   17.653888
   55.906491    3.939287    7.176184   14.443991   17.629825
   55.972496    3.910910    7.135671   14.413904   17.605725
   56.038502    3.882554    7.095093   14.383780   17.581589
   56.104507    3.854219    7.054448   14.353621   17.557415
   56.170512    3.825905    7.013738   14.323426   17.533204
   56.236518    3.797613    6.972961   14.293196   17.508956
   56.302523    3.769342    6.932117   14.262929   17.484670
   56.368528    3.741094    6.891206   14.232626   17.460348
   56.434534    3.712867    6.850228   14.202288   17.435989
   56.500539    3.684663    6.809183   14.171914   17.411593
   56.566544    3.656481    6.768069   14.141504   17.387159
   56.632549    3.628323    6.726888   14.111058   17.362689
   56.698555    3.600187    6.685638   14.080576   17.338181
   56.764560    3.572075    6.644320   14.050058   17.313636
   56.830565    3.543986    6.602932   14.019503   17.289054
   56.896571    3.515921    6.561475   13.988913   17.264435
   56.962576    3.487880    6.519949   13.958287   17.239779
   57.028581    3.459863    6.478353   13.927625   17.215086
   57.094587    3.431871    6.436686   13.896927   17.190356
   57.160592    3.403904    6.394949   13.866192   17.165588
   57.226597    3.375961    6.353141   13.835421   17.140784
   57.292603    3.348044    6.311262   13.804614   17.115942
   57.358608    3.320153    6.269312   13.773771   17.091063
   57.424613    3.292287    6.227290   13.742892   17.066147
   57.490618    3.264447    6.185196   13.711976   17.041193
   57.556624    3.236633    6.143029   13.681025   17.016203
   57.622629    3.208846    6.100790   13.650036   16.991175
   57.688634    3.181085    6.058478   13.619012   16.966110
   57.754640    3.153352    6.016092   13.587951   16.941008
   57.820645    3.125646    5.973633   13.556853   16.915869
   57.886650    3.097967    5.931100   13.525720   16.890693
   57.952656    3.070316    5.888492   13.494549   16.865479
   58.018661    3.042693    5.845809   13.463343   16.840228
   58.084666    3.015098    5.803052   13.432099   16.814940
   58.150671    2.987532    5.760219   13.400819   16.789614
   58.216677    2.959995    5.717310   13.369503   16.764252
   58.282682    2.932487    5.674326   13.338150   16.738852
   58.348687    2.905008    5.631265   13.306760   16.713414
   58.414693    2.877559    5.588127   13.275333   16.687940
   58.480698    2.850139    5.544912   13.243870   16.662428
   58.546703    2.822750    5.501619   13.212370   16.636878
   58.612709    2.795391    5.458249   13.180833   16.611292
   58.678714    2.768063    5.414800   13.149259   16.585668
   58.744719    2.740766    5.371273   13.117648   16.560007
   58.810724    2.713500    5.327667   13.086001   16.534308
   58.876730    2.686266    5.283982   13.054316   16.508572
   58.942735    2.659063    5.240216   13.022595   16.482798
   59.008740    2.631893    5.196371   12.990836   16.456987
   59.074746    2.604755    5.152446   12.959041   16.431139
   59.140751    2.577649    5.108439   12.927208   16.405253
   59.206756    2.550577    5.064351   12.895338   16.379330
   59.272762    2.523537    5.020182   12.863431   16.353369
   59.338767    2.496531    4.975931   12.831486   16.327371
   59.404772    2.469559    4.931597   12.799505   16.301335
   59.470777    2.442621    4.887180   12.767486   16.275262
   59.536783    2.415717    4.842680   12.735429   16.249151
   59.602788    2.388848    4.798097   12.703336   16.223003
   59.668793    2.362014    4.753430   12.671204   16.196817
   59.734799    2.335215    4.708678   12.639036   16.170593
   59.800804    2.308452    4.663841   12.606829   16.144332
   59.866809    2.281725    4.618920   12.574585   16.118033
   59.932815    2.255034    4.573912   12.542304   16.091697
   59.998820    2.228379    4.528819   12.509985   16.065323
   60.064825    2.201761    4.483638   12.477628   16.038911
   60.130831    2.175180    4.438371   12.445233   16.012462
   60.196836    2.148636    4.393017   12.412800   15.985975
   60.262841    2.122130    4.347575   12.380330   15.959450
   60.328846    2.095662    4.302045   12.347821   15.932887
   60.394852    2.069232    4.256426   12.315275   15.906286
   60.460857    2.042841    4.210718   12.282690   15.879648
   60.526862    2.016489    4.164920   12.250068   15.852972
   60.592868    1.990176    4.119032   12.217407   15.826258
   60.658873    1.963903    4.073054   12.184708   15.799506
   60.724878    1.937669    4.026985   12.151971   15.772716
   60.790884    1.911476    3.980825   12.119195   15.745889
   60.856889    1.885323    3.934573   12.086382   15.719023
   60.922894    1.859211    3.888228   12.053529   15.692120
   60.988899    1.833140    3.841791   12.020639   15.665178
   61.054905    1.807111    3.795261   11.987709   15.638198
   61.120910    1.781124    3.748636   11.954741   15.611181
   61.186915    1.755179    3.701918   11.921735   15.584125
   61.252921    1.729276    3.655105   11.888690   15.557031
   61.318926    1.703416    3.608197   11.855605   15.529899
   61.384931    1.677599    3.561193   11.822483   15.502729
   61.450937    1.651826    3.514093   11.789321   15.475521
   61.516942    1.626097    3.466897   11.756120   15.448275
   61.582947    1.600412    3.419603   11.722880   15.420990
   61.648952    1.574771    3.372212   11.689602   15.393667
   61.714958    1.549175    3.324722   11.656284   15.366306
   61.780963    1.523625    3.277134   11.622926   15.338906
   61.846968    1.498120    3.229447   11.589530   15.311469
   61.912974    1.472661    3.181660   11.556094   15.283992
   61.978979    1.447248    3.133773   11.522619   15.256478
   62.044984    1.421882    3.085786   11.489104   15.228925
   62.110990    1.396563    3.037697   11.455550   15.201333
   62.176995    1.371292    2.989506   11.421956   15.173703
   62.243000    1.346068    2.941213   11.388322   15.146035
   62.309005    1.320892    2.892817   11.354649   15.118328
   62.375011    1.295765    2.844318   11.320936   15.090582
   62.441016    1.270686    2.795714   11.287183   15.062798
   62.507021    1.245657    2.747007   11.253390   15.034975
   62.573027    1.220677    2.698194   11.219557   15.007113
   62.639032    1.195747    2.649275   11.185683   14.979212
   62.705037    1.170868    2.600251   11.151770   14.951273
   62.771043    1.146039    2.551120   11.117816   14.923295
   62.837048    1.121262    2.501881   11.083822   14.895278
   62.903053    1.096535    2.452534   11.049788   14.867223
   62.969059    1.071861    2.403080   11.015713   14.839128
   63.035064    1.047239    2.353516   10.981597   14.810995
   63.101069    1.022669    2.303842   10.947441   14.782822
   63.167074    0.998153    2.254058   10.913244   14.754611
   63.233080    0.973690    2.204164   10.879006   14.726360
   63.299085    0.949280    2.154158   10.844727   14.698070
   63.365090    0.924925    2.104040   10.810407   14.669741
   63.431096    0.900625    2.053809   10.776046   14.641373
   63.497101    0.876379    2.003465   10.741644   14.612966
   63.563106    0.852189    1.953008   10.707201   14.584519
   63.629112    0.828055    1.902435   10.672716   14.556034
   63.695117    0.803977    1.851748   10.638190   14.527508
   63.761122    0.779955    1.800945   10.603623   14.498944
   63.827127    0.755991    1.750026   10.569013   14.470340
   63.893133    0.732084    1.698990   10.534362   14.441696
   63.959138    0.708235    1.647836   10.499670   14.413013
   64.025143    0.684444    1.596563   10.464935   14.384290
   64.091149    0.660712    1.545172   10.430158   14.355528
   64.157154    0.637039    1.493662   10.395340   14.326726
   64.223159    0.613425    1.442031   10.360479   14.297885
   64.289165    0.589872    1.390279   10.325576   14.269003
   64.355170    0.566379    1.338405   10.290630   14.240082
   64.421175    0.542946    1.286410   10.255643   14.211121
   64.487180    0.519576    1.234291   10.220612   14.182120
   64.553186    0.496266    1.182049   10.185539   14.153079
   64.619191    0.473019    1.129682   10.150423   14.123998
   64.685196    0.449835    1.077191   10.115264   14.094877
   64.751202    0.426714    1.024573   10.080063   14.065716
   64.817207    0.403656    0.971830   10.044818   14.036515
   64.883212    0.380662    0.918959   10.009530   14.007274
   64.949218    0.357732    0.865960    9.974199   13.977992
   65.015223    0.334868    0.812833    9.938824   13.948670
   65.081228    0.312068    0.759577    9.903406   13.919307
   65.147233    0.289335    0.706191    9.867944   13.889905
   65.213239    0.266668    0.652674    9.832439   13.860461
   65.279244    0.244067    0.599025    9.796890   13.830978
   65.345249    0.221534    0.545244    9.761297   13.801453
   65.411255    0.199068    0.491331    9.725659   13.771888
   65.477260    0.176670    0.437283    9.689978   13.742282
   65.543265    0.154341    0.383102    9.654252   13.712636
   65.609271    0.132082    0.328785    9.618482   13.682948
   65.675276    0.109891    0.274332    9.582668   13.653220
   65.741281    0.087771    0.219742    9.546809   13.623451
   65.807287    0.065721    0.165015    9.510905   13.593640
   65.873292    0.043742    0.110149    9.474956   13.563789
   65.939297    0.021835    0.055145    9.438963   13.533897
